energy,mu,density
2,2.2633e+3,2.70
3,7.880e+02
4,3.605e+02
5,1.934e+02
6,1.153e+02
8,5.033e+01
10,2.623e+1
15,7.955e+0
20,3.441e+0
30,1.128e+0
40,5.685e-1
50,3.681e-1
60,2.778e-1
80,2.018e-1
100,1.704e-1
150,1.378e-1
